Entity,Code,Year,Share of global annual CO₂ emissions,Share of world population,World Bank's income classification
Qatar,QAT,2008,0.19216987,0.020848138,High-income countries
Qatar,QAT,2009,0.20630851,0.02287762,High-income countries
Qatar,QAT,2010,0.22011569,0.024342142,High-income countries
Qatar,QAT,2011,0.23618144,0.025467267,High-income countries
Qatar,QAT,2012,0.26663113,0.026483368,High-income countries
Qatar,QAT,2013,0.2345728,0.027875857,High-income countries
Qatar,QAT,2014,0.25719988,0.030052727,High-income countries
Qatar,QAT,2015,0.2575753,0.032492332,High-income countries
Qatar,QAT,2016,0.24673457,0.034389935,High-income countries
Qatar,QAT,2017,0.27816492,0.035402175,High-income countries
Qatar,QAT,2018,0.25991386,0.035720307,High-income countries
Qatar,QAT,2019,0.272257,0.035818998,High-income countries
Qatar,QAT,2020,0.29180577,0.03554422,High-income countries
Qatar,QAT,2021,0.28180364,0.035388865,High-income countries
Qatar,QAT,2022,0.28463656,0.03605932,High-income countries
Qatar,QAT,2023,0.30618417,0.03681642,High-income countries
Qatar,QAT,-10000,,0.00013329921,
Qatar,QAT,-9000,,0.0001582522,
Qatar,QAT,-8000,,0.00019139743,
Qatar,QAT,-7000,,0.00022793905,
Qatar,QAT,-6000,,0.0002485256,
Qatar,QAT,-5000,,0.00026101895,
Qatar,QAT,-4000,,0.0002598827,
Qatar,QAT,-3000,,0.00025124568,
Qatar,QAT,-2000,,0.00023250995,
Qatar,QAT,-1000,,0.00022889617,
Qatar,QAT,0,,0.00016360353,
Qatar,QAT,100,,0.00016578627,
Qatar,QAT,200,,0.00016863114,
Qatar,QAT,300,,0.00018445092,
Qatar,QAT,400,,0.0001799774,
Qatar,QAT,500,,0.00017758779,
Qatar,QAT,600,,0.00017155125,
Qatar,QAT,700,,0.00017316572,
Qatar,QAT,800,,0.00017420495,
Qatar,QAT,900,,0.00016551891,
Qatar,QAT,1000,,0.00016477947,
Qatar,QAT,1100,,0.00013873185,
Qatar,QAT,1200,,0.00012841445,
Qatar,QAT,1300,,0.00012931561,
Qatar,QAT,1400,,0.00013813865,
Qatar,QAT,1500,,0.00012563336,
Qatar,QAT,1600,,0.00012670794,
Qatar,QAT,1700,,0.00011352627,
Qatar,QAT,1710,,0.00011489122,
Qatar,QAT,1720,,0.00011509064,
Qatar,QAT,1730,,0.00011670891,
Qatar,QAT,1740,,0.000117056035,
Qatar,QAT,1750,,0.00011456574,
Qatar,QAT,1760,,0.00011493743,
Qatar,QAT,1770,,0.000114982584,
Qatar,QAT,1780,,0.00011088356,
Qatar,QAT,1790,,0.000111327885,
Qatar,QAT,1800,,0.0014757684,
Qatar,QAT,1810,,0.0013695749,
Qatar,QAT,1820,,0.0013224181,
Qatar,QAT,1830,,0.0012273066,
Qatar,QAT,1840,,0.0011648644,
Qatar,QAT,1850,,0.0010949207,
Qatar,QAT,1860,,0.0010369262,
Qatar,QAT,1870,,0.001030248,
Qatar,QAT,1880,,0.0010180576,
Qatar,QAT,1890,,0.0009868215,
Qatar,QAT,1900,,0.0009613706,
Qatar,QAT,1910,,0.0009390522,
Qatar,QAT,1920,,0.0009461801,
Qatar,QAT,1930,,0.00094241084,
Qatar,QAT,1940,,0.0009277806,
Qatar,QAT,2024,,0.037349157,
Qatar,QAT,2025,,0.03785275,
Qatar,QAT,2026,,0.03823262,
Qatar,QAT,2027,,0.038485885,
Qatar,QAT,2028,,0.03866044,
Qatar,QAT,2029,,0.03879776,
Qatar,QAT,2030,,0.03890263,
Qatar,QAT,2031,,0.038999937,
Qatar,QAT,2032,,0.039110243,
Qatar,QAT,2033,,0.039233614,
Qatar,QAT,2034,,0.039369773,
Qatar,QAT,2035,,0.039518006,
Qatar,QAT,2036,,0.03967862,
Qatar,QAT,2037,,0.039851908,
Qatar,QAT,2038,,0.040037233,
Qatar,QAT,2039,,0.040234413,
Qatar,QAT,2040,,0.04044275,
Qatar,QAT,2041,,0.040661987,
Qatar,QAT,2042,,0.040891953,
Qatar,QAT,2043,,0.04113221,
Qatar,QAT,2044,,0.041382313,
Qatar,QAT,2045,,0.041642446,
Qatar,QAT,2046,,0.041912396,
Qatar,QAT,2047,,0.042192046,
Qatar,QAT,2048,,0.04248187,
Qatar,QAT,2049,,0.04278139,
Qatar,QAT,2050,,0.043090872,
Qatar,QAT,2051,,0.043410752,
Qatar,QAT,2052,,0.043741062,
Qatar,QAT,2053,,0.044083506,
Qatar,QAT,2054,,0.04443682,
Qatar,QAT,2055,,0.044801306,
Qatar,QAT,2056,,0.045175668,
Qatar,QAT,2057,,0.045559812,
Qatar,QAT,2058,,0.045954403,
Qatar,QAT,2059,,0.046358675,
Qatar,QAT,2060,,0.046773065,
Qatar,QAT,2061,,0.047197077,
Qatar,QAT,2062,,0.047630925,
Qatar,QAT,2063,,0.048077296,
Qatar,QAT,2064,,0.04853543,
Qatar,QAT,2065,,0.049001127,
Qatar,QAT,2066,,0.049474508,
Qatar,QAT,2067,,0.0499562,
Qatar,QAT,2068,,0.050446644,
Qatar,QAT,2069,,0.05094614,
Qatar,QAT,2070,,0.051455073,
Qatar,QAT,2071,,0.05197328,
Qatar,QAT,2072,,0.052501056,
Qatar,QAT,2073,,0.053039085,
Qatar,QAT,2074,,0.053588007,
Qatar,QAT,2075,,0.054147184,
Qatar,QAT,2076,,0.05471608,
Qatar,QAT,2077,,0.055295084,
Qatar,QAT,2078,,0.0558854,
Qatar,QAT,2079,,0.056486316,
Qatar,QAT,2080,,0.05709669,
Qatar,QAT,2081,,0.057718817,
Qatar,QAT,2082,,0.058354087,
Qatar,QAT,2083,,0.058998697,
Qatar,QAT,2084,,0.059652414,
Qatar,QAT,2085,,0.060317054,
Qatar,QAT,2086,,0.06099261,
Qatar,QAT,2087,,0.061678223,
Qatar,QAT,2088,,0.062374208,
Qatar,QAT,2089,,0.06308031,
Qatar,QAT,2090,,0.063795626,
Qatar,QAT,2091,,0.0645203,
Qatar,QAT,2092,,0.065253794,
Qatar,QAT,2093,,0.065996,
Qatar,QAT,2094,,0.06674782,
Qatar,QAT,2095,,0.06750913,
Qatar,QAT,2096,,0.068279475,
Qatar,QAT,2097,,0.06905762,
Qatar,QAT,2098,,0.0698431,
Qatar,QAT,2099,,0.07063559,
Qatar,QAT,2100,,0.07143557,
Reunion,REU,1500,,0.00007414754,
Reunion,REU,1600,,0.000090477995,
Reunion,REU,1700,,0.00009807595,
Reunion,REU,1710,,0.00015955315,
Reunion,REU,1720,,0.00025717975,
Reunion,REU,1730,,0.00041988376,
Reunion,REU,1740,,0.00067784276,
Reunion,REU,1750,,0.0010677314,
Reunion,REU,1760,,0.0017240614,
Reunion,REU,1770,,0.0027734716,
Reunion,REU,1780,,0.0043065883,
Reunion,REU,1790,,0.005285156,
Reunion,REU,1800,,0.00636721,
Reunion,REU,1810,,0.0069197943,
Reunion,REU,1820,,0.0076199514,
Reunion,REU,1830,,0.007751226,
Reunion,REU,1840,,0.008590338,
Reunion,REU,1850,,0.008476855,
Reunion,REU,1860,,0.012179685,
Reunion,REU,1870,,0.01356586,
Reunion,REU,1880,,0.012663557,
Reunion,REU,1890,,0.010789808,
Reunion,REU,1900,,0.010331397,
Reunion,REU,1910,,0.009651046,
Reunion,REU,1920,,0.00898718,
Reunion,REU,1930,,0.009277888,
Reunion,REU,1940,,0.0093920445,
Reunion,REU,1950,,0.00999686,
Reunion,REU,1951,,0.01019032,
Reunion,REU,1952,,0.01037891,
Reunion,REU,1953,,0.010565747,
Reunion,REU,1954,,0.010765239,
Reunion,REU,1955,,0.010963999,
Reunion,REU,1956,,0.011146701,
Reunion,REU,1957,,0.011331274,
Reunion,REU,1958,,0.011509594,
Reunion,REU,1959,,0.011701443,
Reunion,REU,1960,,0.011923909,
Reunion,REU,1961,,0.012140353,
Reunion,REU,1962,,0.012289946,
Reunion,REU,1963,,0.01238208,
Reunion,REU,1964,,0.012472954,
Reunion,REU,1965,,0.012557018,
Reunion,REU,1966,,0.012624377,
Reunion,REU,1967,,0.012676783,
Reunion,REU,1968,,0.012704265,
Reunion,REU,1969,,0.012710901,
Reunion,REU,1970,,0.012696459,
Reunion,REU,1971,,0.012669079,
Reunion,REU,1972,,0.012641103,
Reunion,REU,1973,,0.012611364,
Reunion,REU,1974,,0.012582073,
Reunion,REU,1975,,0.01256063,
Reunion,REU,1976,,0.012546045,
Reunion,REU,1977,,0.012531746,
Reunion,REU,1978,,0.012513462,
Reunion,REU,1979,,0.012484218,
Reunion,REU,1980,,0.012436825,
Reunion,REU,1981,,0.012387229,
Reunion,REU,1982,,0.012349455,
Reunion,REU,1983,,0.012331437,
Reunion,REU,1984,,0.01233102,
Reunion,REU,1985,,0.012331628,
Reunion,REU,1986,,0.012321077,
Reunion,REU,1987,,0.012299845,
Reunion,REU,1988,,0.012276642,
Reunion,REU,1989,,0.012255275,
Reunion,REU,1990,,0.012248463,
Reunion,REU,1991,,0.01226227,
Reunion,REU,1992,,0.012285366,
Reunion,REU,1993,,0.012306045,
Reunion,REU,1994,,0.0123225385,
Reunion,REU,1995,,0.0123368455,
Reunion,REU,1996,,0.012349369,
Reunion,REU,1997,,0.0123669235,
Reunion,REU,1998,,0.012386661,
Reunion,REU,1999,,0.012384911,
Reunion,REU,2000,,0.012365258,
Reunion,REU,2001,,0.012346121,
Reunion,REU,2002,,0.012327883,
Reunion,REU,2003,,0.0123134805,
Reunion,REU,2004,,0.012255355,
Reunion,REU,2005,,0.01214865,
Reunion,REU,2006,,0.012091611,
Reunion,REU,2007,,0.012116229,
Reunion,REU,2008,,0.012133847,
Reunion,REU,2009,,0.01209435,
Reunion,REU,2010,,0.012026662,
Reunion,REU,2011,,0.0119082695,
Reunion,REU,2012,,0.011735012,
Reunion,REU,2013,,0.011624012,
Reunion,REU,2014,,0.011632642,
Reunion,REU,2015,,0.011579104,
Reunion,REU,2016,,0.011415688,
Reunion,REU,2017,,0.011232068,
Reunion,REU,2018,,0.011086117,
Reunion,REU,2019,,0.01097548,
Reunion,REU,2020,,0.010922427,
Reunion,REU,2021,,0.0109131895,
Reunion,REU,2022,,0.010865201,
Reunion,REU,2023,,0.010812057,
Reunion,REU,2024,,0.010764494,
Reunion,REU,2025,,0.010719783,
Reunion,REU,2026,,0.010677368,
Reunion,REU,2027,,0.010636898,
Reunion,REU,2028,,0.010596129,
Reunion,REU,2029,,0.010554955,
Reunion,REU,2030,,0.01051301,
Reunion,REU,2031,,0.010473135,
Reunion,REU,2032,,0.010434847,
Reunion,REU,2033,,0.010395791,
Reunion,REU,2034,,0.010356066,
Reunion,REU,2035,,0.010317212,
Reunion,REU,2036,,0.010280094,
Reunion,REU,2037,,0.010242725,
Reunion,REU,2038,,0.01020496,
Reunion,REU,2039,,0.010166684,
Reunion,REU,2040,,0.010128143,
Reunion,REU,2041,,0.010090832,
Reunion,REU,2042,,0.010054468,
Reunion,REU,2043,,0.0100192735,
Reunion,REU,2044,,0.009983766,
Reunion,REU,2045,,0.009946259,
Reunion,REU,2046,,0.009906376,
Reunion,REU,2047,,0.009867056,
Reunion,REU,2048,,0.009826739,
Reunion,REU,2049,,0.009784612,
Reunion,REU,2050,,0.009741123,
Reunion,REU,2051,,0.009695665,
Reunion,REU,2052,,0.0096504465,
Reunion,REU,2053,,0.009605011,
Reunion,REU,2054,,0.009559176,
Reunion,REU,2055,,0.0095132785,
Reunion,REU,2056,,0.0094678905,
Reunion,REU,2057,,0.009421944,
Reunion,REU,2058,,0.00937567,
Reunion,REU,2059,,0.0093314815,
Reunion,REU,2060,,0.00928743,
Reunion,REU,2061,,0.009244425,
Reunion,REU,2062,,0.009203398,
Reunion,REU,2063,,0.009163376,
Reunion,REU,2064,,0.009124682,
Reunion,REU,2065,,0.00908692,
Reunion,REU,2066,,0.009050018,
Reunion,REU,2067,,0.00901445,
Reunion,REU,2068,,0.008980692,
Reunion,REU,2069,,0.008949818,
Reunion,REU,2070,,0.008920193,
Reunion,REU,2071,,0.008891232,
Reunion,REU,2072,,0.008864951,
Reunion,REU,2073,,0.008840522,
Reunion,REU,2074,,0.008817385,
Reunion,REU,2075,,0.008796452,
Reunion,REU,2076,,0.008776412,
Reunion,REU,2077,,0.008757622,
Reunion,REU,2078,,0.008739944,
Reunion,REU,2079,,0.00872178,
Reunion,REU,2080,,0.008703717,
Reunion,REU,2081,,0.00868668,
Reunion,REU,2082,,0.008670512,
Reunion,REU,2083,,0.008655667,
Reunion,REU,2084,,0.008640692,
Reunion,REU,2085,,0.008625443,
Reunion,REU,2086,,0.008610091,
Reunion,REU,2087,,0.008594607,
Reunion,REU,2088,,0.008579665,
Reunion,REU,2089,,0.008563854,
Reunion,REU,2090,,0.008548045,
Reunion,REU,2091,,0.008532581,
Reunion,REU,2092,,0.008516661,
Reunion,REU,2093,,0.008499447,
Reunion,REU,2094,,0.008481787,
Reunion,REU,2095,,0.00846421,
Reunion,REU,2096,,0.008446964,
Reunion,REU,2097,,0.008429336,
Reunion,REU,2098,,0.008410405,
Reunion,REU,2099,,0.0083910925,
Reunion,REU,2100,,0.008371332,
Romania,ROU,1858,0.0012831449,,
Romania,ROU,1859,0.0012109508,,
Romania,ROU,1860,0.0011026232,0.6365566,
Romania,ROU,1861,0.0020985699,,
Romania,ROU,1862,0.0030877176,,
Romania,ROU,1863,0.0028961764,,
Romania,ROU,1864,0.0035787767,,
Romania,ROU,1865,0.0033703472,,
Romania,ROU,1866,0.004079569,,
Romania,ROU,1867,0.004572247,,
Romania,ROU,1868,0.005186721,,
Romania,ROU,1869,0.004887837,,
Romania,ROU,1870,0.006834249,0.681119,
Romania,ROU,1871,0.007073649,,
Romania,ROU,1872,0.006387712,,
Romania,ROU,1873,0.0065578152,,
Romania,ROU,1874,0.006993899,,
Romania,ROU,1875,0.006993927,,
Romania,ROU,1876,0.006897365,,
Romania,ROU,1877,0.006765594,,
Romania,ROU,1878,0.0067120455,,
Romania,ROU,1879,0.0062690647,,
Romania,ROU,1880,0.0055511547,0.6832364,
Romania,ROU,1881,0.0057768044,,
Romania,ROU,1882,0.023830557,,
Romania,ROU,1883,0.040771734,,
Romania,ROU,1884,0.046824057,,
Romania,ROU,1885,0.044307567,,
Romania,ROU,1886,0.046837267,,
Romania,ROU,1887,0.0486853,,
Romania,ROU,1888,0.052482273,,
Romania,ROU,1889,0.05367085,,
Romania,ROU,1890,0.06169336,0.66952693,
Romania,ROU,1891,0.081635416,,
Romania,ROU,1892,0.07621113,,
Romania,ROU,1893,0.08336348,,
Romania,ROU,1894,0.07371957,,
Romania,ROU,1895,0.07204307,,
Romania,ROU,1896,0.072347276,,
Romania,ROU,1897,0.080189295,,
Romania,ROU,1898,0.100300536,,
Romania,ROU,1899,0.08652941,,
Romania,ROU,1900,0.063137285,0.65875226,
Romania,ROU,1901,0.07874844,,
Romania,ROU,1902,0.076642364,,
Romania,ROU,1903,0.081636526,,
Romania,ROU,1904,0.09562401,,
Romania,ROU,1905,0.10915045,,
Romania,ROU,1906,0.1414057,,
Romania,ROU,1907,0.15715538,,
Romania,ROU,1908,0.15744081,,
Romania,ROU,1909,0.16746584,,
Romania,ROU,1910,0.15831889,0.65725636,
Romania,ROU,1911,0.18686992,,
Romania,ROU,1912,0.18520458,,
Romania,ROU,1913,0.19880126,,
Romania,ROU,1914,0.1813744,,
Romania,ROU,1915,0.16381536,,
Romania,ROU,1916,0.08836013,,
Romania,ROU,1917,0.070840076,,
Romania,ROU,1918,0.09108473,,
Romania,ROU,1919,0.15374157,,
Romania,ROU,1920,0.15503846,0.643377,
Romania,ROU,1921,0.19050255,,
Romania,ROU,1922,0.21942596,,
Romania,ROU,1923,0.22962682,,
Romania,ROU,1924,0.27023998,,
Romania,ROU,1925,0.31305242,,
Romania,ROU,1926,0.39435694,,
Romania,ROU,1927,0.40183094,,
Romania,ROU,1928,0.4571973,,
Romania,ROU,1929,0.47785595,,
Romania,ROU,1930,0.58722204,0.67016894,
Romania,ROU,1931,0.73033,,
Romania,ROU,1932,0.85692847,,
Romania,ROU,1933,0.81216586,,
Romania,ROU,1934,0.86591154,,
Romania,ROU,1935,0.822027,,
Romania,ROU,1936,0.78789365,,
Romania,ROU,1937,0.63299036,,
Romania,ROU,1938,0.631556,,
Romania,ROU,1939,0.5634698,,
Romania,ROU,1940,0.49023432,0.67887664,
Romania,ROU,1941,0.45099705,,
Romania,ROU,1942,0.47509292,,
Romania,ROU,1943,0.4355772,,
Romania,ROU,1944,0.29167596,,
Romania,ROU,1945,0.440752,,
Romania,ROU,1946,0.37897,,
Romania,ROU,1947,0.31648448,,
Romania,ROU,1948,0.42905656,,
Romania,ROU,1949,0.44415376,,
Romania,ROU,1950,0.32741633,0.65770817,
Romania,ROU,1951,0.35263807,0.6553443,
Romania,ROU,1952,0.41177243,0.6519152,
Romania,ROU,1953,0.46049565,0.6475708,
Romania,ROU,1954,0.49347264,0.6428643,
Romania,ROU,1955,0.49412847,0.6377339,
Romania,ROU,1956,0.514498,0.6328767,
Romania,ROU,1957,0.5611008,0.6270482,
Romania,ROU,1958,0.59157944,0.61987555,
Romania,ROU,1959,0.5719372,0.6132165,
Romania,ROU,1960,0.5688086,0.60731804,
Romania,ROU,1961,0.5917772,0.60108656,
Romania,ROU,1962,0.6546723,0.5926819,
Romania,ROU,1963,0.6765071,0.5821657,
Romania,ROU,1964,0.6655019,0.57146513,
Romania,ROU,1965,0.6952497,0.5611897,
Romania,ROU,1966,0.7088694,0.55158734,
Romania,ROU,1967,0.75203043,0.54697096,
Romania,ROU,1968,0.77549165,0.5461221,
Romania,ROU,1969,0.810414,0.5443254,
Romania,ROU,1970,0.8052921,0.541633,
Romania,ROU,1971,0.8105084,0.5383106,
Romania,ROU,1972,0.8148609,0.5346168,
Romania,ROU,1973,0.84688324,0.5304605,
Romania,ROU,1974,0.8853515,0.52631056,
Romania,ROU,1975,0.94918174,0.5224626,
Romania,ROU,1976,0.968778,0.51873565,
Romania,ROU,1977,0.9613277,0.5144826,
Romania,ROU,1978,1.0133775,0.509496,
Romania,ROU,1979,0.9960904,0.50405014,
Romania,ROU,1980,1.0047278,0.4981281,
Romania,ROU,1981,1.0372894,0.49180576,
Romania,ROU,1982,1.032674,0.48506463,
Romania,ROU,1983,1.0512888,0.47812745,
Romania,ROU,1984,0.9584959,0.47120816,
Romania,ROU,1985,0.9523751,0.46428582,
Romania,ROU,1986,0.9753576,0.4573297,
Romania,ROU,1987,0.9930354,0.4504303,Upper-middle-income countries
Romania,ROU,1988,0.9579649,0.44370803,Upper-middle-income countries
Romania,ROU,1989,0.9513079,0.43725178,Upper-middle-income countries
Romania,ROU,1990,0.7767414,0.43056262,Lower-middle-income countries
Romania,ROU,1991,0.6135846,0.4234828,Lower-middle-income countries
Romania,ROU,1992,0.58624494,0.41613567,Lower-middle-income countries
Romania,ROU,1993,0.53946435,0.40851423,Lower-middle-income countries
Romania,ROU,1994,0.5260811,0.40095216,Lower-middle-income countries
Romania,ROU,1995,0.53444445,0.39343983,Lower-middle-income countries
Romania,ROU,1996,0.5325582,0.38585582,Lower-middle-income countries
Romania,ROU,1997,0.48427984,0.37826687,Lower-middle-income countries
Romania,ROU,1998,0.4315176,0.37097806,Lower-middle-income countries
Romania,ROU,1999,0.35823283,0.3640357,Lower-middle-income countries
Romania,ROU,2000,0.36590055,0.35721526,Lower-middle-income countries
Romania,ROU,2001,0.38508624,0.35044187,Lower-middle-income countries
Romania,ROU,2002,0.3778932,0.34349868,Lower-middle-income countries
Romania,ROU,2003,0.37527332,0.33632758,Lower-middle-income countries
Romania,ROU,2004,0.36081725,0.3291092,Lower-middle-income countries
Romania,ROU,2005,0.34227934,0.32205087,Upper-middle-income countries
Romania,ROU,2006,0.34060597,0.31530967,Upper-middle-income countries
Romania,ROU,2007,0.34372216,0.30886135,Upper-middle-income countries
Romania,ROU,2008,0.33337468,0.30270833,Upper-middle-income countries
Romania,ROU,2009,0.27812475,0.2968068,Upper-middle-income countries
Romania,ROU,2010,0.25269216,0.29099053,Upper-middle-income countries
Romania,ROU,2011,0.26732916,0.28522325,Upper-middle-income countries
Romania,ROU,2012,0.25612074,0.27993175,Upper-middle-income countries
Romania,ROU,2013,0.2226463,0.27514374,Upper-middle-income countries
Romania,ROU,2014,0.22310977,0.2705123,Upper-middle-income countries
Romania,ROU,2015,0.21976566,0.26599345,Upper-middle-income countries
Romania,ROU,2016,0.21546975,0.26165122,Upper-middle-income countries
Romania,ROU,2017,0.21994561,0.25752535,Upper-middle-income countries
Romania,ROU,2018,0.2168207,0.25353324,Upper-middle-income countries
Romania,ROU,2019,0.20606008,0.2496583,High-income countries
Romania,ROU,2020,0.20984192,0.24587886,Upper-middle-income countries
Romania,ROU,2021,0.20888563,0.24197981,High-income countries
Romania,ROU,2022,0.19572341,0.2389453,High-income countries
Romania,ROU,2023,0.18056798,0.23627171,High-income countries
Romania,ROU,-10000,,0.06218408,
Romania,ROU,-9000,,0.08202738,
Romania,ROU,-8000,,0.106307596,
Romania,ROU,-7000,,0.13427682,
Romania,ROU,-6000,,0.16267131,
Romania,ROU,-5000,,0.18793364,
Romania,ROU,-4000,,0.20790616,
Romania,ROU,-3000,,0.2243265,
Romania,ROU,-2000,,0.41273955,
Romania,ROU,-1000,,0.45236397,
Romania,ROU,0,,0.34442848,
Romania,ROU,100,,0.33747843,
Romania,ROU,200,,0.33227813,
Romania,ROU,300,,0.3074182,
Romania,ROU,400,,0.24824469,
Romania,ROU,500,,0.21705173,
Romania,ROU,600,,0.18406786,
Romania,ROU,700,,0.19759575,
Romania,ROU,800,,0.20988548,
Romania,ROU,900,,0.22497717,
Romania,ROU,1000,,0.24732378,
Romania,ROU,1100,,0.22619323,
Romania,ROU,1200,,0.22489397,
Romania,ROU,1300,,0.3287685,
Romania,ROU,1400,,0.28260773,
Romania,ROU,1500,,0.39757392,
Romania,ROU,1600,,0.38748604,
Romania,ROU,1700,,0.41984567,
Romania,ROU,1710,,0.48402277,
Romania,ROU,1720,,0.4944266,
Romania,ROU,1730,,0.51180685,
Romania,ROU,1740,,0.5239008,
Romania,ROU,1750,,0.52328014,
Romania,ROU,1760,,0.5357803,
Romania,ROU,1770,,0.5465273,
Romania,ROU,1780,,0.53812313,
Romania,ROU,1790,,0.55127925,
Romania,ROU,1800,,0.57598114,
Romania,ROU,1810,,0.57614976,
Romania,ROU,1820,,0.5995901,
Romania,ROU,1830,,0.59977734,
Romania,ROU,1840,,0.6135709,
Romania,ROU,1850,,0.62138456,
Romania,ROU,2024,,0.23297182,
Romania,ROU,2025,,0.22970776,
Romania,ROU,2026,,0.22649474,
Romania,ROU,2027,,0.2233403,
Romania,ROU,2028,,0.22025277,
Romania,ROU,2029,,0.21722244,
Romania,ROU,2030,,0.21425179,
Romania,ROU,2031,,0.21134482,
Romania,ROU,2032,,0.2084984,
Romania,ROU,2033,,0.20570646,
Romania,ROU,2034,,0.2029655,
Romania,ROU,2035,,0.2002701,
Romania,ROU,2036,,0.19761534,
Romania,ROU,2037,,0.19501378,
Romania,ROU,2038,,0.19246188,
Romania,ROU,2039,,0.18996492,
Romania,ROU,2040,,0.18752708,
Romania,ROU,2041,,0.18513058,
Romania,ROU,2042,,0.18278638,
Romania,ROU,2043,,0.18050061,
Romania,ROU,2044,,0.17825884,
Romania,ROU,2045,,0.17606945,
Romania,ROU,2046,,0.1739374,
Romania,ROU,2047,,0.17184694,
Romania,ROU,2048,,0.16979632,
Romania,ROU,2049,,0.16779236,
Romania,ROU,2050,,0.16583858,
Romania,ROU,2051,,0.16392729,
Romania,ROU,2052,,0.1620418,
Romania,ROU,2053,,0.16019167,
Romania,ROU,2054,,0.15837617,
Romania,ROU,2055,,0.15657337,
Romania,ROU,2056,,0.1547825,
Romania,ROU,2057,,0.15301464,
Romania,ROU,2058,,0.1512706,
Romania,ROU,2059,,0.14954503,
Romania,ROU,2060,,0.14784011,
Romania,ROU,2061,,0.14615425,
Romania,ROU,2062,,0.14448605,
Romania,ROU,2063,,0.14285122,
Romania,ROU,2064,,0.14125334,
Romania,ROU,2065,,0.13968402,
Romania,ROU,2066,,0.13815828,
Romania,ROU,2067,,0.13668516,
Romania,ROU,2068,,0.1352612,
Romania,ROU,2069,,0.13387965,
Romania,ROU,2070,,0.13253607,
Romania,ROU,2071,,0.131234,
Romania,ROU,2072,,0.12997356,
Romania,ROU,2073,,0.12876254,
Romania,ROU,2074,,0.12759328,
Romania,ROU,2075,,0.12645853,
Romania,ROU,2076,,0.12535988,
Romania,ROU,2077,,0.1242924,
Romania,ROU,2078,,0.12325561,
Romania,ROU,2079,,0.12224945,
Romania,ROU,2080,,0.12127051,
Romania,ROU,2081,,0.120320305,
Romania,ROU,2082,,0.11940788,
Romania,ROU,2083,,0.118525065,
Romania,ROU,2084,,0.11766366,
Romania,ROU,2085,,0.11682753,
Romania,ROU,2086,,0.116008915,
Romania,ROU,2087,,0.115211844,
Romania,ROU,2088,,0.11443767,
Romania,ROU,2089,,0.11367394,
Romania,ROU,2090,,0.11291712,
Romania,ROU,2091,,0.11217302,
Romania,ROU,2092,,0.11144111,
Romania,ROU,2093,,0.11071169,
Romania,ROU,2094,,0.10999265,
Romania,ROU,2095,,0.10928266,
Romania,ROU,2096,,0.10857547,
Romania,ROU,2097,,0.107873194,
Romania,ROU,2098,,0.1071731,
Romania,ROU,2099,,0.10647407,
Romania,ROU,2100,,0.105776176,
Russia,RUS,1830,0.012585896,2.9926682,
Russia,RUS,1831,0.016143968,,
Russia,RUS,1832,0.010914616,,
Russia,RUS,1833,0.013453624,,
Russia,RUS,1850,0.03527551,3.2087188,
Russia,RUS,1855,0.080902606,,
Russia,RUS,1858,0.103546716,,
Russia,RUS,1859,0.10364337,,
Russia,RUS,1860,0.12470536,3.3584225,
Russia,RUS,1861,0.1507468,,
Russia,RUS,1862,0.13339463,,
Russia,RUS,1863,0.1310217,,
Russia,RUS,1864,0.13619472,,
Russia,RUS,1865,0.122596614,,
Russia,RUS,1866,0.37510148,,
Russia,RUS,1867,0.402046,,
Russia,RUS,1868,0.32524145,,
Russia,RUS,1869,0.41578057,,
Russia,RUS,1870,0.4416236,3.6745794,
Russia,RUS,1871,0.560998,,
Russia,RUS,1872,0.52008784,,
Russia,RUS,1873,0.45937476,,
Russia,RUS,1874,0.5946768,,
Russia,RUS,1875,0.6318174,,
Russia,RUS,1876,0.77359706,,
Russia,RUS,1877,0.7744076,,
Russia,RUS,1878,1.0040648,,
Russia,RUS,1879,0.9622681,,
Russia,RUS,1880,0.999567,3.7901316,
Russia,RUS,1881,1.0173594,,
Russia,RUS,1882,1.0145546,,
Russia,RUS,1883,1.0857235,,
Russia,RUS,1884,1.0893284,,
Russia,RUS,1885,1.1775233,,
Russia,RUS,1886,1.1896018,,
Russia,RUS,1887,1.1994288,,
Russia,RUS,1888,1.1291233,,
Russia,RUS,1889,1.2186831,,
Russia,RUS,1890,1.2691414,3.8255908,
Russia,RUS,1891,1.3337554,,
Russia,RUS,1892,1.4006616,,
Russia,RUS,1893,1.6625729,,
Russia,RUS,1894,1.6345123,,
Russia,RUS,1895,1.7729629,,
Russia,RUS,1896,1.7471242,,
Russia,RUS,1897,1.9290823,,
Russia,RUS,1898,2.0513384,,
Russia,RUS,1899,2.178972,,
Russia,RUS,1900,2.3445842,3.881387,
Russia,RUS,1901,2.3327522,,
Russia,RUS,1902,2.197864,,
Russia,RUS,1903,1.9719644,,
Russia,RUS,1904,2.169554,,
Russia,RUS,1905,1.817757,,
Russia,RUS,1906,1.9858321,,
Russia,RUS,1907,1.9514124,,
Russia,RUS,1908,2.0441813,,
Russia,RUS,1909,2.071987,,
Russia,RUS,1910,1.937075,3.9430082,
Russia,RUS,1911,1.9779239,,
Russia,RUS,1912,2.1326256,,
Russia,RUS,1913,2.1387951,,
Russia,RUS,1914,2.128043,,
Russia,RUS,1915,1.9840523,,
